text,intent
"@AmazonHelp xbox one x shipped 120 hours ago and there's been no update to tracking at all. 
Supposed to receive tomorrow...  #primeshipping",Order Tracking / Status
@AmazonHelp No. It says between now and tomorrow. Period. That’s not tracking.,Order Tracking / Status
@AmazonHelp My package I ordered was estimated to be delivered Nov 9 2017 - Nov 11 2017. It's still not here! Shipping courier is Intelcom but my tracking number doesn't go through! Help!,Order Tracking / Status
@AmazonHelp Yup. All correct when I order on website and on tracking info but not on printed label,Order Tracking / Status
@AmazonHelp Oops sorry that’s been removed now... no we’ve been unable to locate our delivery as no-one was home at the time that is specified on the Tracking ID,Order Tracking / Status
@AmazonHelp Your driver just threw my package into the yard from their truck and drove off. Order status says it was delivered to secure location. This look secure to you? https://t.co/7rNLfOb5YD,Order Tracking / Status
"@AmazonHelp, please improve your Amazon delivery service.   Lots of issues with delivering to the wrong address, and giving false tracking information to cover up mistakes.  Thank you.",Order Tracking / Status
@AmazonHelp my package was delivered but was not there tracking number is TBA498265703000,Order Tracking / Status
"@AmazonHelp You asked for my tracking information, how should i get it to you?",Order Tracking / Status
@AmazonHelp amzl us tracking # TBA504428101000,Order Tracking / Status
@AmazonHelp @115850 Still no updates or change in order status.,Order Tracking / Status
"@AmazonHelp Shipped with AMZL US

Tracking ID TBA559348534000",Order Tracking / Status
@AmazonHelp No knock of the door or anything &amp; tracking said it was handed over to me when it was just dumped on my doorstep! REDICULOUS! 😡,Order Tracking / Status
Could you give me an update on one of my orders? The tracking details haven't been updated since Sunday. @AmazonHelp @115850,Order Tracking / Status
"@AmazonHelp I made a purchase on Fri It is yet to be dispatched but on tracking the expected delivery date is Jan 2011, is there a problem?",Order Tracking / Status
"@AmazonHelp Carrier is Carrier: Amazon Shipping, Tracking #: Q68312493483",Order Tracking / Status
"@AmazonHelp yesterday the order said due today, the tracking showed it on the way right up to the point it said it was not coming (8pm), but was told deliveries were up to 9pm, it didnt come, today when my deliveries did not arrive by 8 i was told deliveries could be until 9:30",Order Tracking / Status
"Worst #CX in a very long time @AmazonHelp: according to @115821 my package is in 2 places at the same time, 130 km apart, no link to @124285 but when I copy paste my tracking number there, it’s in a 3rd place, available for pickup from a date stated on a non-existing card #Fail",Order Tracking / Status
"@AmazonHelp I can look at the tracking and see it's 70 miles to the east of me as of 2 something am. I'm not stupid. If it's still in Concord it's not getting here today, despite the fact it had plenty of time",Order Tracking / Status
"@AmazonHelp Yes, the location tracking says that it's in my mailbox. But I just walked to my mailbox, and it is not in there.",Order Tracking / Status
"@AmazonHelp UPS, Tracking #: 1Z97327W0300044089",Order Tracking / Status
@AmazonHelp Or at least I hope it's coming. The tracking status page is offering a date range saying to reach out to Amazon if I don't get it this week.,Order Tracking / Status
"@AmazonHelp For Order #701 (see above for full #): There is no carrier assigned to the Order at the moment.

For Order #702: Carrier is Canada Post. Tracking info says it's still in Transit...",Order Tracking / Status
"@145529  Tracking ID 954938683 stucked in my nearest warehouse since last 4 dasy. worst courier partner @AmazonHelp  using, fuck!",Order Tracking / Status
"@AmazonHelp The date is tomorrow, but there isn't any tracking info avaliable for my 2-day order! And my one day, the date changed to next week☹",Order Tracking / Status
@AmazonHelp On the 18th of Nov. I ordered a fan the carrier is AMZL US the original date was to be the 22nd they never came &amp; placed a delivery attempt then the order status says that it will be here today by 8pm it’s 9:20pm for me &amp; they never came &amp; said that a problem occurred,Order Tracking / Status
"@AmazonHelp It just states it’s on its way, 3 rd party delivery no tracking",Order Tracking / Status
"@AmazonHelp The original tracking says it was delivered to me Friday night, I was not in, then I spoke to Preeti yesterday via web chat and they said they’d get one out to be delivered today. It’s an item I needed for work today!",Order Tracking / Status
@AmazonHelp Updated delivery date was yesterday (not sure why it wasn’t Tuesday) but still nothing. Carrier appears to be AMZL US. Tracking#TBA570338285000.,Order Tracking / Status
@AmazonHelp You can absolutely see the tracking info if you type the numbers in. Originally supposed to be here yesterday. But my issue is that this is a reoccurring problem. 6 orders in a row. What’s the explanation there? Other than to pass the buck to UPS and USPS?? https://t.co/4KmAhay0Gs,Order Tracking / Status
@AmazonHelp Oui j'ai eu quelqu'un via Chat qui m'a dit que c'était bien livré aujourd'hui avant 16h quand le tracking de la poste indique demain...,Order Tracking / Status
"@AmazonHelp The tracking says 'Delivered to customer in hand'. I raised a complaint immediately. Its been 13 hours, no idea where my package went !!!!",Order Tracking / Status
"@AmazonHelp What kind of time waiste option is this, can't u check order details with this tracking ID, Such a poor support, not expected from amazon",Order Tracking / Status
@AmazonHelp Tracking says items were delivered. They were not. How do I go about sorting this?,Order Tracking / Status
@AmazonHelp No. Status still “arriving by 8pm today” (9 minutes from now) but no sign of shipment and no tracking number. https://t.co/MYcOCdGqa6,Order Tracking / Status
"@AmazonHelp Sir it's been more than 2 days I am trying to know the status of my order even today no action is taken, its been more than 2 days now",Order Tracking / Status
@AmazonHelp I've been home the last two days. No one has attempted anything. Not even a note on my door-nothing. Where is my package???,Order Tracking / Status
"@AmazonHelp Five orders (4 today, 1 due Thursday) now all MIA. The only packages getting through are UPS and USPS. “Tracking” is fantasy/deception.",Order Tracking / Status
@AmazonHelp I just need to know when I can expect my parcel. Surely it can't take another week for delivery when the parcel is in the local area according to tracking? Both your's and @126705 's still state it is due for delivery today (not updated from yesterday) so I'm left not knowing.,Order Tracking / Status
"@AmazonHelp ordered on the 11th

Delivery By UPS
Tracking ID 1ZE33401DL01022364

Monday, 13 November
Parcel has been handed over to the carrier and is in transit
GB
Times are shown in the local time zone.",Order Tracking / Status
@AmazonHelp Their isn't any tracking info? I was supposed to give it until 12pm today and it would be at my nominated place.. Just for your info my Dyson from Saturday hasn't arrived yet either!?! #poorservice,Order Tracking / Status
"@AmazonHelp Informazioni vaghe, visto che Poste aggiorna il tracking ogni mille ore: nuova data entro il 23. Sì, perché secondo Amazon io sto ad aspettare il pacco fino al 23, come se non avessi altro da fare.",Order Tracking / Status
@AmazonHelp Tracking on Canada Post says delivered on the 29th. Not updated on Amazon though.,Order Tracking / Status
@AmazonHelp I would like to know when is my brother package coming? I don’t know the tracking number,Order Tracking / Status
@122924 AMZN says it has left Krefeld (to Munich?) @AmazonHelp knows where the package is but you don't? Your site tracking is blocked to ystd 1 am!,Order Tracking / Status
@AmazonHelp Details to what? Im not posting my tracking number.... you should have the details on your screen! If you need info DM me,Order Tracking / Status
@AmazonHelp Ordered on Sunday with delivery by 9pm yesterday. Tracking shows out for delivery by noon. Checked status around 9p and now says to come back thurs if not there. No notification nothing. Tracking # is not even searchable on google.,Order Tracking / Status
"@AmazonHelp it says ""arriving today"" on the tracking for the 2nd item, but it's nearly 11pm now so I presume it's not coming....?",Order Tracking / Status
"@AmazonHelp @115850  Sent Tracking no + screenshot via IM. Package stuck in my town for last 3 days, but I didn't receive!  Also, Tracking shows (1/2)",Order Tracking / Status
"@AmazonHelp Order - 111-2545099-3176256: Lost, 113-9654717-3865826: Lost, 113-9291811-8855440: Amazon guaranteed delivery of 11/28, but FedEx tracking shows 12/01. Two CS reps have been more than unreasonable in helping me with all these issues.",Order Tracking / Status
